what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1303421087051
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1303421087403
started,bundle,org.eclipse.jem.proxy,2.0.300.v201006080510,"org.eclipse.jem.proxy",1303421092445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421092889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421094489
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421095158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421095947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421098685
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421101245
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1303421111292
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421140169
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421180243
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421185416
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421191265
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1303421199127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421201322
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421213208
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421213271
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421213329
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421240198
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421327726
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1303421348575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421355451
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421355572
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421362344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421362469
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303421374611
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1303421426559
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421428223
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421482646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421494685
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421499212
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1303421502330
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303421503101
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421519811
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421532714
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1303421571018
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421577386
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421586528
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421590733
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421591225
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1303421596667
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421597547
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421617654
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421622650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421639010
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421752832
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421792240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421879160
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1303421884141
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421886538
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421914274
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421914343
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303421914411
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421929914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421931832
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421931874
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421934040
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303421934297
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1303421934577
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1303421934578
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1303421934579
