what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1303631320588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631321679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631328071
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631330424
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631356333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631409904
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631412565
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631416018
no handler,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1303631435745
no handler,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1303631437441
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1303631446834
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631447914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631448615
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631464729
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631466513
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631478996
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631481612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631524055
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631605794
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631611303
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631661873
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631664489
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631666427
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631677394
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303631681261
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631687219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631688888
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631726418
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303631730745
